X1,X2,X3,X4,X5
0.03680970123582079,0.609724486677436,0.5032305148540588,0.05076935729474576,0.2786725624453911
0.2883559839149175,0.3678704291149851,0.058145383330113834,0.1110808240243304,0.5160249508172969
0.8058632480766912,0.9611903244461061,0.5365238264494839,0.48980999618316623,0.401984447793908
0.24273788106808886,0.9608970612257322,0.1971346678707184,0.9548879503478174,0.9952588551234963
0.40412119932723956,0.6726871255456848,0.6829442846721924,0.31575147555924715,0.13315205850563136
0.4392216429879537,0.2350162569461594,0.7056490125668882,0.8199643517804435,0.5466110120267506
0.9233861733106279,0.3464237219283481,0.3473302375687649,0.7399687180641166,0.4523442458804969
0.5771823005310466,0.20685192836561142,0.505009423934234,0.31268765479955163,0.4275785436009117
0.8732958808767335,0.1306625283023262,0.791383735901874,0.12445105574245642,0.7945344077574338
0.29432409531231013,0.5256041265482513,0.6986029032722736,0.9034853107614443,0.7925137741248017
0.7406839917819515,0.554496916463336,0.6123943947215512,0.42059538123807944,0.24773923949953872
0.9937772361956835,0.3224240595493785,0.8107700812425582,0.254872072111408,0.6817613985611183
0.6851013678846365,0.3316899643328345,0.5011284568053089,0.6477675119184504,0.5107304019330138
0.016081847895648715,0.7289755381602895,0.32388120816131116,0.6671879761887569,0.5567649831883797
0.8245165833774585,0.8435595215046726,0.4856264522586924,0.33422559317724404,0.7918804164736203
0.9405582594102638,0.5539449318679853,0.3058549345240487,0.3978720929049325,0.4473259499902139
0.5504320334727911,0.06645340987574848,0.7673621104148326,0.5854688908541253,0.7822766497652184
0.628551087031113,0.13125524770942912,0.032550970010953625,0.9241643674706437,0.616871550080212
0.590166192728896,0.426602574437972,0.6160985733681065,0.08100490237732128,0.08770414844871695
0.21113910346563236,0.8092462523919466,0.1470748689486044,0.34328409903851936,0.8650233384569558
0.25759778885603835,0.28493137961962195,0.30762256681300737,0.805796802289322,0.5393377760415154
0.23822092636720169,0.04959918129690257,0.7253983893725277,0.11116198577532865,0.6085359259975563
0.6451935601991617,0.6011029382978241,0.6968480155749346,0.36323289098826156,0.8243385937979797
0.9318836990169046,0.4282875029728207,0.9677260917737437,0.9671345678489452,0.8533671465628817
0.1618895836059614,0.47185683135871626,0.5540801697542902,0.5719800651225865,0.21009372183275352
0.020440636482492416,0.9701828447478229,0.8333635588031061,0.21237463612829133,0.18179516815197422
0.9020041503227287,0.7834129383946685,0.7812387126864755,0.4591688823367365,0.3981002997440528
0.5372694385323528,0.21523853263867757,0.01212270547140266,0.24137064010701553,0.976302378374742
0.864957674726217,0.5772670744366789,0.8916445912641165,0.5987618001910328,0.8104940437141562
0.26845809239958485,0.8357111225525446,0.014698201521063416,0.3799017904074034,0.33740553330028034
0.14260263259091058,0.12139222187303159,0.30360325174943315,0.10056595443060581,0.6924261714960338
0.47681363104139035,0.8982056766380032,0.5256258928073813,0.7096064269028869,0.25218369189740714
0.6080264927927127,0.3646771699207619,0.218125006337969,0.9916636235783126,0.4541289559462265
0.4780540714552253,0.49766492509551646,0.20489775955055725,0.5929199520419433,0.18610858749698853
0.8384875691024075,0.3208497867272754,0.18671581488391403,0.04001618084114288,0.5910993084283438
0.24281634154684803,0.6723152938776618,0.7624611919718687,0.2377902225680532,0.7285019937935958
0.7555642679145342,0.15862404299994304,0.8818459300766879,0.8749331159853162,0.029129397393911665
0.9383871187086118,0.9094561185603545,0.8205314281045047,0.8913566421322023,0.199199929150718
0.0829090167344968,0.6033102542169396,0.24561232069363262,0.39015059764632415,0.2887256354996285
0.8546759075114541,0.20854507962303326,0.9316260906524688,0.11595748856990469,0.8177868701317663
0.1839259333393061,0.30430678600216354,0.5253326560556463,0.4329975050322478,0.2912625026733372
0.7000419550626699,0.29741139184265564,0.9254201267704865,0.9746072813922415,0.9446768649809276
0.4065299750471776,0.9063640165175514,0.32184421748485004,0.47769550814399564,0.2260247187583993
0.4436855146412886,0.33447516610879674,0.3950026975574055,0.5314468756163853,0.16132574868795468
0.3123517340644172,0.6104941769565814,0.716941313087567,0.2729386961705218,0.41365308211097407
0.3593982021787746,0.11356242356664206,0.6723138953627115,0.52176938118701,0.7726294980351947
0.33634973891355724,0.1737852769995895,0.7128000249996852,0.8288554057793319,0.10056080807496592
0.8065359812336136,0.2820921614243578,0.17762667731231593,0.7531429481986358,0.8071657726434113
0.7945854635596115,0.7898346781877214,0.09129663129819585,0.49576210446426716,0.05745721923895586
0.45636995320219376,0.5157267557045286,0.48938257572357663,0.6690046185397134,0.1395971078527532
0.32039038470011755,0.9503287443986861,0.9516604418403095,0.575145606072995,0.6320672154725104
0.7517954424920836,0.3570634877624966,0.6354435821556926,0.18633530201393753,0.7496672939880467
0.01643231148295052,0.6618951671413381,0.6031127040310047,0.1628262459997028,0.2338130478215343
0.9105201608155616,0.9918125394931029,0.20853711302101835,0.3561375377958687,0.6694706146056443
0.7684128127631062,0.15892720027826263,0.6108971224831844,0.13503310198710794,0.7516741012793808
0.6719945077213378,0.9944199411223853,0.6625689848429943,0.559418641890746,0.7309375607181431
0.7782862427628332,0.2714636420889864,0.49724021115719497,0.28464273813671215,0.1337708544075911
0.9381344537454575,0.30344981840185736,0.7827551990951338,0.7684574325460339,0.691920189722144
0.340398829944709,0.06242014878278223,0.4867066551556214,0.10857065672981946,0.24854853788268233
0.7881562182828746,0.19970558025803495,0.5147988752970017,0.5942101648805307,0.04634245883944009
0.2050557810067712,0.34048742534536275,0.5111411012106352,0.6170299242223668,0.9109966599486975
0.9587349153064118,0.8214247070616496,0.0015552107522761732,0.6384006622647164,0.051030132301100796
0.9046121691185537,0.04542988311924328,0.2812662982155214,0.9538649083512679,0.8906429827619984
0.5574047961312192,0.7193962632324289,0.2286990259825236,1.0,0.9752211617605633
0.8985472188394099,0.6368383227307173,0.6146097122378982,0.06601291175771458,0.518572539983019
0.4441577475824541,0.04834712705682619,0.821395109516259,0.8292196831577251,0.5882051587750338
0.08363823092790068,0.21116132682830438,0.7532996622697399,0.05058359877220894,0.4926849618847844
0.5562631134021863,0.005200522698066739,0.7618316321795324,0.03452709227721411,0.7460295411281941
0.6517474845783771,0.9365430832768122,0.06406640361462121,0.8276147114386735,0.29241713910087674
0.20307992824220453,0.9583427662212047,0.3683412988295875,0.3274978019300124,0.14883923604215585
0.2711239561743888,0.9666892848088107,0.558321966461382,0.34793744112317254,0.5806679474453901
0.13916645348710974,0.6410447021551239,0.18207219256431628,0.34632023088722175,0.8971713755928676
0.6015200532709718,0.5138379910712022,0.2884957244750726,0.005546509151637131,0.49639094138350853
0.7995639701690916,0.4816424086843538,0.11742795876108894,0.12481772413582846,0.6858263089778219
0.10208075366526101,0.3603159952772945,0.2706845537953713,0.8456665863554045,0.31339404973633495
0.6650013792870003,0.31177795794923724,0.5206389932859301,0.5482942258771646,0.18482640546327134
0.3353816428235717,0.7711228814941289,0.10670602484478935,0.07453794908566938,0.7284743854556114
0.33518692529875427,0.73289776213472,0.4049689202419887,0.06772194931425146,0.7840775541947704
0.8989543634489838,0.3892928262792961,0.010838144855290437,0.9086268760196378,0.09120460790593181
0.3965419330060172,0.7285682105371845,0.34618184901007126,0.6732531014582456,0.8057602654588815
0.16777701163469028,0.7808454387772462,0.5844151195566539,0.9556835931986727,0.04231201880372916
0.9339720548801765,0.09536005446920277,0.4505511816806177,0.3380691933766937,0.8710563530438578
0.8748699327726768,0.9737630825407674,0.9699516184306634,0.7521755691678229,0.13002657112543986
0.4989782502776378,0.6180099866377218,0.8698667503822077,0.572304367903438,0.030269832075315715
0.35191685526847327,0.7673978005593893,0.4023695395112602,0.48115006588529535,0.627732965703373
0.3293462976642892,0.4541013467643715,0.7632894621711926,0.12563773965817546,0.1963978424103197
0.08491050965987035,0.716516971673411,0.07215344258503585,0.07063892255540473,0.0119806949686454
0.5233483461210353,0.06363010956449383,0.8322932346713706,0.600804500781832,0.11486457974069478
0.07621396368700403,0.8514427355707141,0.49568958016190545,0.4818643152398708,0.5926150244522354
0.3424108059929403,0.44429177159909544,0.6763319696537814,0.5103028955968172,0.8618082475456257
0.12062741493828205,0.06759519100137053,0.7248286537507135,0.9321613423924336,0.43064960832013666
0.8355366046234254,0.8058703606556956,0.22455820983739677,0.22617822408838734,0.8176423904905388
0.10948269711640451,0.8541986512045184,0.4396301379921045,0.8499432516873832,0.8934710358241377
0.911091528058796,0.7142255107459176,0.6085745881275301,0.3098575909159662,0.824131206478938
0.6627727455106945,0.7645812921545497,0.2653317057772897,0.020094169823225365,0.08208433629295078
0.7540193894915609,0.07099917166327283,0.08025819006485253,0.3554663986524392,0.9421346206374804
0.8897741392323811,0.047180752577073,0.9624820241412869,0.6813598808852037,0.6316057146648504
0.822182235023586,0.5409323726172655,0.71102681903445,0.314858035783604,0.47130514416754354
0.8114724874092949,0.3046784285570479,0.09776988597495846,0.6864538195842111,0.44027183307179385
0.15030202287969083,0.2292924553721833,0.7230500430650876,0.7224231301266905,0.6413830113067557
0.8102256026287813,0.12021414277875002,0.2658687113323097,0.016685861564713383,0.29334317378177105
0.9805635610529571,0.11072453630532389,0.4230101515278067,0.04127150085439476,0.7401965135667541
0.6908585529836418,0.14056625237406478,0.4861220465197892,0.02671645407581463,0.5056121579406179
0.14105850834775524,0.20204819984882513,0.18441957417655905,0.8971818537872961,0.6545355196089505
0.7552442082210563,0.5314296612010433,0.6781853412795987,0.4294942419505168,0.7317840029105085
0.053822510113975035,0.1899040588728517,0.03898984211235194,0.39267752609621503,0.8027302585813036
0.3819505513565998,0.8782185240086808,0.8690175056868291,0.8087097317201929,0.7903517681749057
0.33269150391744945,0.8552672203798665,0.20729614355032053,0.07054002409118616,0.06891266150794516
0.3642380195317908,0.8795241684468114,0.7261725690844447,0.11216407146045049,0.407878683222791
0.9230602552745595,0.9935353183969657,0.04494996427162614,0.7635842492219973,0.3718039004389258
0.3818445363361302,0.1630556619370889,0.787074772059599,0.7368972440730215,0.3844421647097106
0.20950825127307807,0.3687919006862107,0.37021590123736875,0.051649684097933427,0.7678759920932493
0.054629689915494835,0.9733521476943745,0.2263670063179037,0.30465963270519414,0.30398321445068227
0.12998087961167812,0.2565126423149523,0.35570615699057617,0.676167586836049,0.06246619156747501
0.7975969533843993,0.034650395033392435,0.5834480920002234,0.999099449045655,0.8560553359908178
0.6336591048793042,0.5918517200136291,0.703409269285399,0.23758520190788857,0.5125248061031217
0.8278226399518979,0.34788739366051585,0.6787640702212034,0.5674039970046082,0.26704766092913423
0.45600595087004736,0.8445907592808117,0.09818081258903744,0.4895543220151634,0.15000052045290196
0.23889175311935862,0.908688293869133,0.46858177313020716,0.46751098920802414,0.7608799693971986
0.8770189860883825,0.9843609001624101,0.7691224446007185,0.41875361134073485,0.4214654905423121
0.9343324267991888,0.8586508298268548,0.42946297144298695,0.7534004513096618,0.7548437181714885
0.46434232572943396,0.30144152024804755,0.7484352614844887,0.50410062626382,0.23221198607906648
0.8160796261367226,0.718317223398031,0.9565824987512109,0.017369230864695117,0.19575624202499992
0.3724013370744491,0.9210242121575544,0.5850920062515601,0.5398770910130845,0.26887395889712185
0.9378937075132081,0.9166767872842128,0.636114548740427,0.6317894722408188,0.403308645135299
0.6793588194508788,0.8286980008328564,0.2949378036947606,0.013433785422734238,0.7381607367389826
0.15241805958467755,0.06133810988819916,0.7816246070084495,0.4609819042254505,0.05806260402860825
0.9035329499074634,0.116144599906375,0.9569780744097457,0.31447286453062173,0.8887817972948183
0.6263201725238922,0.2736953781381032,0.4883691799978253,0.08170553058820242,0.4597146148316812
0.15325575452660384,0.24600402000514648,0.16084973301026778,0.1864832029605655,0.28512498988714935
0.9415697840758825,0.08509940726594253,0.386017920582227,0.07041605653339567,0.2107800264611691
0.21268328755677696,0.6111415851649195,0.411477287485653,0.8428027863778331,0.9004079565589225
0.5733666698163161,0.14301517408549713,0.37495619312410394,0.8004786538036245,0.36746806099872087
0.36972643340226846,0.8955957325747544,0.6671980225187919,0.7900855100196725,0.45447295630244766
0.3758425209238336,0.9509812880336844,0.7328023295135545,0.6004829948201816,0.1559739428048479
0.23266686422639404,0.39099767714664085,0.5951306651677336,0.49811952514964414,0.9882210206140298
0.2792779271882294,0.7985124491400151,0.32660776479579345,0.2998219876532119,0.23250545246717946
0.7881698555332147,0.991607601074875,0.5450806556839709,0.9662789972609483,0.07551391836945255
